1.038299144044519196e+01,-1.443854427098694870e+01,-2.395079837425764424e+01,-1.780981258386534449e+01,2.480494812402139537e+00,-1.574311359575377622e+01,-9.112421098315760304e+00,-2.739003459701573462e+01,-1.195500060430407885e+01,1.806991025027089748e+01
1.898784237499165783e+01,-1.307173411484917480e+01,1.561916389036330877e+01,-1.128852761896194146e+01,-1.162481975850031368e+01,1.484546415459645630e+01,-4.924934930043204595e+00,2.120787566335821595e+01,-2.370302462921932118e+01,4.440473674706758800e+00
7.426000380317401728e+00,-9.236580092313721124e+00,-2.113934778062747100e+01,6.732592366499648762e+00,4.476836891596339685e-01,-2.068701975890573053e+01,-1.854513556992888823e+01,7.758288067876151217e+00,1.862078974284628785e+01,-3.006754778458576638e+00
1.071884378523020054e+01,-1.024058696391608159e+01,-2.060499052956046029e+01,4.828083008642895635e+00,-7.356843347145658463e-02,-2.374705480989321060e+01,-1.726086905639748892e+01,7.074364008294665496e+00,1.699674703445923640e+01,-6.796468667396560193e+00
1.066216538724883023e+01,3.871777103878618398e+00,1.238410808907503480e+01,-1.921321383319669840e+00,-1.990253905600569029e+00,-5.469309504490051488e+00,2.801320557772448261e+00,-1.997871735041395880e+01,2.341476631279015308e+01,-2.654888852601099192e+00
9.601508903218268998e+00,-1.733499596256736552e+01,-2.412729864808647307e+01,-1.934241387559333702e+01,4.926129588024097394e-01,-1.337717690635104617e+01,-1.175658263435936135e+01,-2.399800338719172288e+01,-1.299743860646222160e+01,1.855485432343291308e+01
9.775003046631166370e+00,-8.705063508597008948e+00,-2.163655186221978255e+01,7.356518614423962710e+00,2.160536760741604834e+00,-2.307293682692232295e+01,-1.700231720588083206e+01,5.345636224739269693e+00,1.562553274820185578e+01,-5.754359725394529335e+00
1.125994803146109646e+01,-1.488924095470291320e+01,-2.194051200315277228e+01,-1.600997900710252253e+01,2.459821971129949603e-02,-1.510150079813233859e+01,-1.003956391046173025e+01,-2.329749526015540440e+01,-9.398128362014364967e+00,2.281953243152474897e+01
9.990270763891215822e+00,-1.076042331308124034e+01,-2.302290574437270720e+01,5.507930329794564095e+00,-1.640679253832701967e-01,-2.364433102587547353e+01,-1.659648799446571843e+01,4.921536995664826719e+00,1.389348622484795115e+01,-4.326099422103262704e+00
1.008533140131743977e+01,-1.415776455027787506e+01,-2.416709931357547703e+01,-1.789849314285756421e+01,-2.335666247906265092e-01,-1.599937533192970918e+01,-1.364915689821204836e+01,-2.413987880284775400e+01,-1.130659221326266106e+01,1.995506111530666971e+01
1.019836568336248384e+01,-1.549616525389188837e+01,-2.275469985034923681e+01,-1.782682304457208744e+01,-1.290287159894634161e+00,-1.661752728981075933e+01,-1.191044691757007712e+01,-2.378031599398332929e+01,-1.271627583473496870e+01,1.890765125590044704e+01
1.203994464584629931e+01,7.374109327724103657e+00,1.038001721298774704e+01,-1.387856147476906443e+00,-4.651387561006522731e+00,-5.481744059150675419e+00,3.907142741874866765e+00,-1.995886649846958605e+01,2.043555535974097381e+01,-2.381803266164530974e+00
1.023459801734618146e+01,6.394658771772137484e+00,1.001267203570701447e+01,-4.805150044233585049e+00,-3.686101360910527092e+00,-6.567118032888405565e+00,-1.777749372239608494e+00,-2.091479505311217935e+01,2.247744692186426718e+01,-1.538870343848825151e+00
1.114255292236247641e+01,7.027330859588737155e+00,9.040933990305987322e+00,-2.701829803140140207e+00,-3.641361412464016567e+00,-5.721253455954859568e+00,-1.469742901058994633e-01,-1.826336036585060540e+01,2.485313799674887036e+01,1.501880932902375232e-01
1.049932917292109735e+01,-1.377298062864220896e+01,-2.428929620352957741e+01,-1.712559609627491497e+01,9.037038203258997981e-01,-1.449274157485471903e+01,-1.149781783880100683e+01,-2.251040270473341565e+01,-1.258848223865826199e+01,1.727698295424078268e+01
2.090879527508656466e+01,-9.523370675321720213e+00,1.460264423249656041e+01,-1.089732634167960335e+01,-9.020481684931642263e+00,1.207254686025093982e+01,-7.470307119566910181e+00,2.521668572153262744e+01,-2.053816468800563300e+01,1.707825288094009242e-01
9.216565300724271381e+00,5.062165810326100690e+00,1.086100895198332950e+01,-2.543108712313589148e+00,-3.867639991078814621e+00,-9.372202595659087976e+00,1.012353325933641246e+00,-2.123584666642727115e+01,2.304208122902029032e+01,2.931250263634140873e-01
1.277085657915591455e+01,-1.016543796917592779e+01,-2.294044367385044225e+01,6.706635797971993718e+00,2.702944199432591788e+00,-2.411278116824871276e+01,-1.872144336886408311e+01,8.339603688002693360e+00,1.675138504172076992e+01,-4.392584617217829113e+00
2.470102624450138507e+01,-9.088470829214628566e+00,1.470223926575365780e+01,-1.031748394753505949e+01,-6.748219826140887889e+00,1.347150552446673721e+01,-6.595185826965519027e+00,2.452531244276350364e+01,-2.623730062757951131e+01,1.899420662841063701e+00
1.222292398512896661e+01,4.954023312544604707e+00,7.390169199946774015e+00,-5.501577917887011004e+00,-2.120116869078454869e+00,-3.189358147507363572e+00,1.034475669382212581e+00,-2.057617037252976999e+01,2.232206605753989592e+01,-2.330537318851939155e+00
6.914554565179310330e+00,-1.515113182240368772e+01,-2.001205314574254146e+01,-1.803354542946208028e+01,1.033741855900098816e-01,-1.513131051042938147e+01,-1.259717862959255008e+01,-2.318109879970443998e+01,-1.312981669567963827e+01,1.768731055604863300e+01
2.509591782738902310e+01,-1.060241839178226897e+01,1.376847054985643837e+01,-1.029119098023256385e+01,-1.119729619714290259e+01,1.521449934272137483e+01,-7.580895191989217352e+00,2.497160812888381543e+01,-2.555911836559118910e+01,2.706093556305658510e+00
8.752592701724083213e+00,-1.014662455306599931e+01,-2.198517194389857821e+01,5.617817835453648101e+00,1.395771072434053295e-01,-2.592817918468972493e+01,-1.513308011406445175e+01,8.208284920241169402e+00,1.633141407286282387e+01,-4.775612335221926408e+00
1.316050489596814543e+01,-1.446881263039830756e+01,-2.266614538734933149e+01,-1.568441409144791443e+01,-1.379956747980715770e+00,-1.746611346796636965e+01,-1.515730764687369536e+01,-2.263152896446021600e+01,-1.233024951566814131e+01,1.907506383452344778e+01
2.300656235059338428e+01,-7.188022899421515177e+00,1.298725854760810883e+01,-8.504294126839917922e+00,-1.077870895888604430e+01,1.329589875630905382e+01,-8.241348057816567874e+00,2.163937271172691368e+01,-2.079172868595390966e+01,8.759473598691269736e-02
1.120261096496245479e+01,6.151463779690095279e+00,8.360006172892788356e+00,-2.848376568262715125e+00,-5.406744024440435226e+00,-9.125056675365339487e+00,3.102477037554864481e+00,-2.126545464164562205e+01,2.276714047020227127e+01,-2.479141947076761165e-01
1.105323049023014015e+01,4.732903041583707449e+00,6.056171122600851220e+00,-4.017505103788259646e+00,-3.231306123723578061e+00,-6.658961956917742064e+00,4.951122615832897478e-01,-1.593484681958446458e+01,2.336023598216872799e+01,-2.277064350896287781e+00
9.265850510215855707e+00,-8.632300733765621459e+00,-2.404916005981833393e+01,5.226657253726663122e+00,2.398619554730095915e-01,-2.377109114856920868e+01,-1.610700048455224831e+01,6.597836112541467735e+00,1.850561786323898872e+01,-7.650646457874508144e+00
1.208641412812662530e+01,-1.614035328264713343e+01,-2.510747565243725532e+01,-1.839099318200548439e+01,-1.523467204746180137e+00,-1.471359817832593642e+01,-9.793293203093131893e+00,-2.128628007677178857e+01,-1.530335446504958874e+01,2.200461740054421966e+01
9.177241902785933547e+00,-8.268894460547468128e+00,-2.361861151134549175e+01,5.791241887128531829e+00,3.928127333862569515e+00,-2.632481662926612742e+01,-1.692424538901992292e+01,4.901022799094525872e+00,1.744593141592119068e+01,-4.714930951791397540e+00
1.202514030255526478e+01,-1.428862858921690027e+01,-2.210049701881682438e+01,-1.709575798515713174e+01,-2.136113123133358993e+00,-1.749418421976857729e+01,-9.222467173090436177e+00,-2.292355571483404830e+01,-1.253488251164751333e+01,1.818623456892257906e+01
1.140758034701112145e+01,5.122262447838403787e+00,9.085054735157703121e+00,-2.993647076764997195e+00,3.111931950460724572e-01,-6.239830305749567430e+00,1.943944946353495462e+00,-1.920761480788815234e+01,2.468306308910571900e+01,1.626790210213491239e-02
1.035087839532753584e+01,4.110860635369960825e+00,1.184165734569654127e+01,-4.635820515069902115e+00,-1.134454977373903217e+00,-4.082334230214208048e+00,-6.425241987389407328e-01,-2.024112968256584466e+01,2.337161408466280577e+01,-3.027004190814993057e-01
2.240244005323653909e+01,-9.348294909866734059e+00,1.504135268720130547e+01,-8.976150794708606995e+00,-1.184600771081587389e+01,1.352120797949130626e+01,-5.236365844785039414e+00,2.598056552194779911e+01,-2.452366525471698822e+01,7.998897131874724842e-01
2.356175300211992152e+01,-9.164151958348375260e+00,1.318844773246935453e+01,-9.585078646534812563e+00,-1.293967429162325722e+01,1.236717805947105830e+01,-9.810533152601978557e+00,2.507257998837276602e+01,-2.469143776555855396e+01,-3.555786454851075362e-01
1.436849726220829027e+01,-1.301289506268816609e+01,-2.525833579551976271e+01,-1.577334708915521055e+01,1.637002928822024472e+00,-1.415229334782354798e+01,-1.012091884818880771e+01,-2.324998406937119455e+01,-1.183060256498495733e+01,1.785800773754197479e+01
1.165268026183794170e+01,-1.330866897502049895e+01,-2.395799708047222509e+01,-1.876787453416099538e+01,3.615022727890160326e-03,-1.307368027379960118e+01,-1.190039946167347651e+01,-2.218443841379650650e+01,-1.233971285544739871e+01,1.826141531771801496e+01
1.282686260361053776e+01,5.825702032882278836e+00,1.006768165979734242e+01,-5.913388853436878811e+00,-2.539145895873237802e+00,-5.790812063944554389e+00,-1.371944602706406613e+00,-1.688505420917865507e+01,2.366920888143600976e+01,-7.728154540492561120e-01
9.080543782215878323e+00,-1.244803130249281864e+01,-2.202560105849227412e+01,9.412554553826927517e+00,1.393305895534672656e+00,-2.583648913186928553e+01,-1.772787944577290986e+01,1.069503090588900207e+01,1.440738814791546574e+01,-1.257360781234215796e+00
